schoolid,schoolname,calendaryear,academicyear,ftjd1sectionsz,ptjd1sectionsz,postjd1courses,courseseclt25,courseseclt50,courseseclt75,courseseclt100,coursesectgte100,totalsimpos,ftsimposfilled,ptsimposfilled,ftsemposfilled,ptsemposfilled,totalclinpos,ftclinposfilled,ftfieldposfilled,ftindstudy,ftlawjour,ftinterskillscomp,ptclinposfilled,ptfieldposfilled,ptindstudy,ptlawjour,ptinterskillscomp,gradreqcredithrs,jd1sectionsz,simposfilled,semposfilled,totalclinics,clinposfilled,fieldposfilled,indstudy,lawjour,interskillscomp,fyreqcourscredithrs,ulreqcourscredithrs
00362300,St. Mary's University,2013,2012,66,39,137,79,32,16,10,0,331,288,34,,,56,51,36,55,89,46,5,6,23,7,3,90,105,322,,,56,42,78,96,49,,
00362300,St. Mary's University,2014,2013,87,53,159,103,35,18,9,0,269,232,26,82,33,62,56,78,51,97,38,6,8,23,8,3,90,140,258,115,,62,86,74,105,41,,
00362300,St. Mary's University,2015,2014,68,,152,109,31,9,14,2,765,755,,151,,55,55,103,64,105,40,,,,,,90,68,755,151,4,55,103,64,105,40,,
00362300,St. Mary's University,2016,2015,,,295,204,31,17,9,1,681,,,,,47,,,,,,,,,,,91,68,656,196,3,47,78,58,99,47,,
00362300,St. Mary's University,2017,2016,,,124,152,33,8,8,2,405,,,,,45,,,,,,,,,,,91,68,,,,,72,,,,31,39
00364200,Texas Southern University,2011,2010,55,0,75,64,34,22,0,1,200,179,0,427,0,237,237,71,,12,16,0,0,,0,0,90,55,179,427,,237,71,,12,16,,
00364200,Texas Southern University,2012,2011,55,0,72,63,40,19,3,1,190,190,0,,,157,157,20,95,18,20,0,0,0,0,0,90,55,190,,,157,20,95,18,20,,
00364200,Texas Southern University,2013,2012,48,0,110,64,40,17,4,0,192,152,0,,,151,115,67,46,89,38,0,0,0,0,0,90,48,152,,,115,67,46,89,38,,
00364200,Texas Southern University,2014,2013,42,0,64,37,41,12,2,0,182,166,0,153,0,145,111,50,57,16,22,0,0,0,0,0,90,42,166,153,,111,50,57,16,22,,
00364200,Texas Southern University,2015,2014,41,,56,96,67,10,2,0,168,142,,146,,165,69,57,82,10,9,,,,,,90,41,142,146,11,69,57,82,10,9,,
00364200,Texas Southern University,2016,2015,,,67,105,35,8,2,0,140,,,,,125,,,,,,,,,,,90,57,132,126,12,62,35,97,20,19,,
00364200,Texas Southern University,2017,2016,,,76,81,52,7,2,0,180,,,,,115,,,,,,,,,,,90,59,,,,,54,,,,30,30
00364400,Texas Tech University,2011,2010,63,0,97,51,26,14,4,5,120,109,0,460,0,152,152,115,,156,61,0,0,,0,0,90,63,109,460,,152,115,,156,61,,
00364400,Texas Tech University,2012,2011,59,0,103,59,30,19,1,7,139,98,0,,,127,127,91,33,155,62,0,0,0,0,0,90,59,98,,,127,91,33,155,62,,
00364400,Texas Tech University,2013,2012,57,0,104,92,30,12,4,6,176,156,0,,,153,153,112,39,173,64,0,0,0,0,0,90,57,156,,,153,112,39,173,64,,
00364400,Texas Tech University,2014,2013,53,0,104,68,30,16,3,3,240,198,0,285,0,122,118,90,34,199,62,0,0,0,0,0,90,53,198,285,,118,90,34,199,62,,
00364400,Texas Tech University,2015,2014,60,,120,90,30,9,5,2,338,320,,268,,103,103,87,30,200,64,,,,,,90,60,320,268,11,103,87,30,200,64,,
00364400,Texas Tech University,2016,2015,,,112,89,24,11,7,0,366,,,,,90,,,,,,,,,,,90,44,300,282,7,90,75,27,199,54,,
00364400,Texas Tech University,2017,2016,,,114,93,31,5,6,0,385,,,,,66,,,,,,,,,,,90,40,,,,,67,,,,29,26
00364500,Texas A&M University,2011,2010,72,52,114,116,36,12,9,1,289,180,34,145,55,75,39,61,,70,44,22,17,,20,11,90,124,214,200,,61,78,,90,55,,
00364500,Texas A&M University,2012,2011,71,64,106,95,26,16,4,0,432,224,56,,,149,97,93,15,153,36,21,3,3,17,7,90,135,280,,,118,96,18,170,43,,
00364500,Texas A&M University,2013,2012,80,67,107,106,21,18,9,0,685,315,201,,,187,68,71,8,100,35,37,14,2,42,14,90,147,516,,,105,85,10,142,49,,
00364500,Texas A&M University,2014,2013,73,76,105,100,35,17,12,1,480,266,109,116,57,137,87,107,9,168,47,42,19,3,33,13,90,149,375,173,,129,126,12,201,60,,
00364500,Texas A&M University,2015,2014,61,,140,154,30,19,8,1,190,141,,208,,195,165,99,18,223,73,,,,,,90,61,141,208,16,165,99,18,223,73,,
00364500,Texas A&M University,2016,2015,,,136,122,29,9,9,0,230,,,,,195,,,,,,,,,,,90,46,154,183,14,144,120,20,215,55,,
00364500,Texas A&M University,2017,2016,,,145,140,22,8,3,0,463,,,,,160,,,,,,,,,,,90,46,,,,,76,,,,30,7
00365200,University of Houston,2011,2010,70,50,219,131,41,20,7,0,750,534,75,199,37,235,92,258,,125,80,12,12,,14,13,90,120,609,236,,104,270,,139,93,,
00365200,University of Houston,2012,2011,70,50,219,146,50,18,5,0,520,338,69,,,102,86,220,35,134,83,13,18,6,8,7,90,120,407,,,99,238,41,142,90,,
00365200,University of Houston,2013,2012,70,35,222,140,59,18,5,0,617,464,53,,,282,144,193,15,153,138,20,5,10,15,15,90,105,517,,,164,198,25,168,153,,
00365200,University of Houston,2014,2013,60,35,199,133,42,16,7,1,436,281,42,148,29,343,132,156,27,122,72,19,8,13,4,0,90,95,323,177,,151,164,40,126,72,,
00365200,University of Houston,2015,2014,60,,201,139,41,10,10,0,370,259,,167,,333,131,189,41,177,64,,,,,,90,60,259,167,12,131,189,41,177,64,,
00365200,University of Houston,2016,2015,,,205,175,28,16,8,0,539,,,,,352,,,,,,,,,,,90,60,377,290,14,155,189,38,231,201,,
00365200,University of Houston,2017,2016,,,214,187,28,14,8,0,424,,,,,446,,,,,,,,,,,90,60,,,,,169,,,,31,12
00365800,University of Texas at Austin,2011,2010,99,0,184,231,44,12,6,9,426,334,0,687,0,294,239,262,,612,86,0,0,,0,0,86,99,334,687,,239,262,,612,86,,
00365800,University of Texas at Austin,2012,2011,93,0,251,216,38,16,9,8,637,462,0,,,300,278,200,220,624,99,0,0,0,0,0,86,93,462,,,278,200,220,624,99,,
00365800,University of Texas at Austin,2013,2012,78,0,276,225,43,19,5,7,672,498,0,,,298,258,239,193,631,101,0,0,0,0,0,86,78,498,,,258,239,193,631,101,,
00365800,University of Texas at Austin,2014,2013,80,0,252,208,46,15,4,9,588,549,0,693,0,305,275,255,187,615,112,0,0,0,0,0,86,80,549,693,,275,255,187,615,112,,
00365800,University of Texas at Austin,2015,2014,75,,271,317,58,15,9,4,716,575,,659,,364,318,243,103,615,125,,,,,,86,75,575,659,17,318,243,103,615,125,,
00365800,University of Texas at Austin,2016,2015,,,267,258,49,14,9,5,931,,,,,341,,,,,,,,,,,86,75,777,724,17,293,168,86,599,115,,
00365800,University of Texas at Austin,2017,2016,,,247,226,50,17,8,2,1854,,,,,335,,,,,,,,,,,86,75,,,,,177,,,,30,56
00367000,Brigham Young University,2011,2010,75,0,128,69,27,13,5,1,710,533,0,253,0,0,0,245,,175,127,0,0,,0,0,90,75,533,253,,0,245,,175,127,,
00367000,Brigham Young University,2012,2011,56,0,127,85,36,12,3,0,721,541,0,,,212,161,322,57,166,119,0,0,0,0,0,90,56,541,,,161,322,57,166,119,,
00367000,Brigham Young University,2013,2012,50,0,138,104,38,9,2,1,961,576,0,,,163,78,305,59,156,64,0,0,0,0,0,90,50,576,,,78,305,59,156,64,,
00367000,Brigham Young University,2014,2013,42,0,127,88,34,9,0,2,980,571,0,188,0,173,97,313,69,185,66,0,0,0,0,0,90,42,571,188,,97,313,69,185,66,,
00367000,Brigham Young University,2015,2014,42,,109,85,21,5,3,1,811,584,,179,,165,91,287,54,176,57,,,,,,90,42,584,179,9,91,287,54,176,57,,
00367000,Brigham Young University,2016,2015,,,114,82,24,5,2,0,956,,,,,64,,,,,,,,,,,90,42,487,84,3,25,286,40,157,46,,
00367000,Brigham Young University,2017,2016,,,113,88,19,5,2,0,571,,,,,134,,,,,,,,,,,90,57,,,,,320,,,,30,11
00367500,University of Utah,2011,2010,34,0,153,78,21,7,2,0,763,441,0,107,0,0,0,330,,103,32,0,0,,0,0,88,34,441,107,,0,330,,103,32,,
00367500,University of Utah,2012,2011,34,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,88,34,0,,,0,0,0,0,0,,
00367500,University of Utah,2013,2012,34,0,119,90,19,9,1,0,0,453,0,,,44,27,321,62,174,36,0,0,0,0,0,88,34,453,,,27,321,62,174,36,,
00367500,University of Utah,2014,2013,38,0,123,102,16,4,1,0,945,497,0,82,0,66,42,243,78,127,36,0,0,0,0,0,88,38,497,82,,42,243,78,127,36,,
00367500,University of Utah,2015,2014,35,,122,100,17,4,1,0,621,507,,121,,56,41,233,64,120,48,,,,,,88,35,507,121,6,41,233,64,120,48,,
00367500,University of Utah,2016,2015,,,129,94,10,8,1,0,689,,,,,45,,,,,,,,,,,88,39,405,111,4,37,236,37,129,48,,
00367500,University of Utah,2017,2016,,,113,99,14,2,1,0,652,,,,,60,,,,,,,,,,,88,41,,,,,186,,,,30,15
00370500,William and Mary Law School,2011,2010,75,0,128,114,41,10,2,2,639,569,0,468,0,46,43,169,,322,161,0,0,,0,0,86,75,569,468,,43,169,,322,161,,
00370500,William and Mary Law School,2012,2011,74,0,160,137,42,10,6,1,709,689,0,,,102,97,208,78,342,119,0,0,0,0,0,86,74,689,,,97,208,78,342,119,,
00370500,William and Mary Law School,2013,2012,70,0,153,124,43,15,5,1,386,373,0,,,137,126,232,75,344,97,0,0,0,0,0,86,70,373,,,126,232,75,344,97,,
00370500,William and Mary Law School,2014,2013,70,0,160,130,36,9,4,1,1086,921,0,455,0,150,134,292,109,337,133,0,0,0,0,0,86,70,921,455,,134,292,109,337,133,,
00370500,William and Mary Law School,2015,2014,65,,155,117,34,10,4,1,418,326,,459,,177,169,266,98,341,118,,,,,,86,65,326,459,13,169,266,98,341,118,,
00370500,William and Mary Law School,2016,2015,,,147,108,32,11,5,2,405,,,,,172,,,,,,,,,,,86,60,336,341,12,164,302,115,366,133,,
00370500,William and Mary Law School,2017,2016,,,157,114,32,12,1,3,374,,,,,222,,,,,,,,,,,86,72,,,,,256,,,,31,4
00374400,University of Richmond,2011,2010,51,0,101,97,19,8,5,0,531,431,0,177,0,53,47,88,,150,57,0,0,,0,0,86,51,431,177,,47,88,,150,57,,
00374400,University of Richmond,2012,2011,51,0,111,120,20,5,3,0,524,448,0,,,66,0,0,0,0,0,53,81,30,161,51,86,51,448,,,53,81,30,161,51,,
00374400,University of Richmond,2013,2012,52,0,114,135,21,3,4,0,432,375,0,,,52,50,81,24,156,61,0,0,0,0,0,87,52,375,,,50,81,24,156,61,,
00374400,University of Richmond,2014,2013,44,0,123,125,24,4,3,0,782,610,0,193,0,66,61,78,30,175,50,0,0,0,0,0,87,44,610,193,,61,78,30,175,50,,
00374400,University of Richmond,2015,2014,45,,127,133,19,6,4,0,671,501,,220,,51,45,79,28,167,47,,,,,,87,45,501,220,5,45,79,28,167,47,,
00374400,University of Richmond,2016,2015,,,129,132,19,4,3,0,685,,,,,68,,,,,,,,,,,87,62,492,213,6,53,77,38,151,35,,
00374400,University of Richmond,2017,2016,,,139,155,19,9,3,0,767,,,,,84,,,,,,,,,,,87,39,,,,,87,,,,31,8
00374500,University of Virginia,2011,2010,68,0,259,145,44,26,13,5,926,824,0,1112,0,96,91,159,,650,86,0,0,,0,0,86,68,824,1112,,91,159,,650,86,,
00374500,University of Virginia,2012,2011,50,0,276,225,44,28,6,7,1020,867,0,,,250,213,1,151,760,199,0,0,0,0,0,86,50,867,,,213,1,151,760,199,,
00374500,University of Virginia,2013,2012,58,0,251,194,39,28,11,9,881,804,0,,,201,192,22,327,687,66,0,0,0,0,0,86,58,804,,,192,22,327,687,66,,
00374500,University of Virginia,2014,2013,51,0,263,220,42,29,6,7,1021,891,0,1211,0,208,183,70,310,740,87,0,0,0,0,0,86,51,891,1211,,183,70,310,740,87,,
00374500,University of Virginia,2015,2014,48,,260,200,52,27,10,3,966,823,,1007,,198,168,54,297,696,98,,,,,,86,48,823,1007,15,168,54,297,696,98,,
00374500,University of Virginia,2016,2015,,,277,229,34,28,7,4,939,,,,,208,,,,,,,,,,,86,48,809,1308,17,164,56,248,651,129,,
00374500,University of Virginia,2017,2016,,,268,226,39,17,10,3,876,,,,,207,,,,,,,,,,,86,46,,,,,47,,,,25,9
00374900,George Mason University,2011,2010,77,67,136,231,22,14,0,0,428,253,98,185,105,114,41,110,,154,17,19,9,,22,17,89,144,351,290,,60,119,,176,34,,
00374900,George Mason University,2012,2011,52,32,163,209,38,20,2,0,471,311,152,,,56,27,174,36,144,68,21,22,31,19,58,89,84,463,,,48,196,67,163,126,,
00374900,George Mason University,2013,2012,38,29,146,201,27,18,0,0,280,154,104,,,72,30,149,41,152,51,24,34,32,28,29,89,67,258,,,54,183,73,180,80,,
00374900,George Mason University,2014,2013,57,36,143,192,24,7,0,0,216,95,52,236,144,68,36,208,31,131,101,23,36,14,15,36,89,93,147,380,,59,244,45,146,137,,
00374900,George Mason University,2015,2014,55,,154,213,22,3,0,0,262,153,,324,,70,52,227,66,149,111,,,,,,89,55,153,324,5,52,227,66,149,111,,
00374900,George Mason University,2016,2015,,,159,215,23,3,0,0,377,,,,,87,,,,,,,,,,,89,45,222,330,5,57,215,49,208,59,,
00374900,George Mason University,2017,2016,,,157,207,26,4,0,0,323,,,,,104,,,,,,,,,,,89,45,,,,,190,,,,30,59
00376800,Washington and Lee University,2011,2010,65,0,83,79,8,10,5,0,402,336,0,144,0,45,45,98,,115,131,0,0,,0,0,85,65,336,144,,45,98,,115,131,,
00376800,Washington and Lee University,2012,2011,53,0,94,68,12,8,3,4,544,387,0,,,96,96,129,7,121,318,0,0,0,0,0,85,53,387,,,96,129,7,121,318,,
00376800,Washington and Lee University,2013,2012,59,0,109,92,7,7,0,5,564,446,0,,,108,108,101,7,119,319,0,0,0,0,0,85,59,446,,,108,101,7,119,319,,
00376800,Washington and Lee University,2014,2013,47,0,114,95,12,8,4,4,787,0,0,250,0,119,113,93,47,132,44,0,0,0,0,0,85,47,0,250,,113,93,47,132,44,,
00376800,Washington and Lee University,2015,2014,38,,108,109,9,3,1,4,977,855,,175,,121,121,124,22,136,51,,,,,,85,38,855,175,7,121,124,22,136,51,,
00376800,Washington and Lee University,2016,2015,,,95,81,7,8,4,0,611,,,,,90,,,,,,,,,,,85,40,463,95,6,90,55,13,110,43,,
00376800,Washington and Lee University,2017,2016,,,95,81,7,8,0,0,454,,,,,85,,,,,,,,,,,85,54,,,,,60,,,,33,9
00377800,Gonzaga University,2011,2010,85,0,78,88,26,12,4,0,574,455,0,436,0,169,138,139,,107,57,0,0,,0,0,90,85,455,436,,138,139,,107,57,,
00377800,Gonzaga University,2012,2011,68,0,76,82,21,13,3,0,482,393,0,,,142,126,176,16,111,48,0,0,0,0,0,90,68,393,,,126,176,16,111,48,,
00377800,Gonzaga University,2013,2012,51,0,85,85,20,8,5,1,515,399,0,,,151,141,145,9,106,47,0,0,0,0,0,90,51,399,,,141,145,9,106,47,,
00377800,Gonzaga University,2014,2013,40,0,72,70,19,8,1,1,503,363,0,311,0,143,121,142,24,86,39,0,0,0,0,0,90,40,363,311,,121,142,24,86,39,,
00377800,Gonzaga University,2015,2014,46,,65,56,19,5,2,0,258,214,,321,,134,115,101,34,81,40,,,,,,90,46,214,321,7,115,101,34,81,40,,
00377800,Gonzaga University,2016,2015,,,66,56,15,7,2,0,308,,,,,125,,,,,,,,,,,90,46,258,261,7,106,86,22,80,37,,
00377800,Gonzaga University,2017,2016,,,65,54,17,6,0,0,228,,,,,114,,,,,,,,,,,90,49,,,,,119,,,,30,19
00379001,Seattle University,2011,2010,85,56,178,129,42,20,9,1,616,383,77,686,66,104,91,168,,120,34,12,9,,11,0,90,141,460,752,,103,177,,131,34,,
00379001,Seattle University,2012,2011,85,57,188,169,37,18,8,0,600,409,70,,,136,122,258,23,143,32,12,18,2,6,0,90,142,479,,,134,276,25,149,32,,
00379001,Seattle University,2013,2012,80,45,165,140,38,19,11,0,706,499,85,,,128,107,268,30,143,28,12,22,7,7,1,90,125,584,,,119,290,37,150,29,,
00379001,Seattle University,2014,2013,65,33,169,156,39,15,8,0,705,487,102,412,28,107,105,292,20,146,21,13,27,5,9,6,90,98,589,440,,118,319,25,155,27,,
00379001,Seattle University,2015,2014,64,,160,134,30,15,5,0,695,514,,360,,122,114,301,28,157,25,,,,,,90,64,514,360,10,114,301,28,157,25,,
00379001,Seattle University,2016,2015,,,152,127,36,12,4,0,584,,,,,127,,,,,,,,,,,90,58,396,256,12,114,256,35,176,28,,
00379001,Seattle University,2017,2016,,,140,117,33,11,1,0,480,,,,,111,,,,,,,,,,,90,55,,,,,193,,,,30,20
00379800,University of Washington,2011,2010,52,0,181,99,53,19,3,0,488,488,0,752,0,167,152,169,,133,46,0,0,,0,0,135,52,488,752,,152,169,,133,46,,
00379800,University of Washington,2012,2011,52,0,190,154,47,13,2,0,490,490,0,,,176,162,159,220,139,63,0,0,0,0,0,135,52,490,,,162,159,220,139,63,,
00379800,University of Washington,2013,2012,44,0,199,143,56,14,3,0,523,523,0,,,166,160,180,215,138,59,0,0,0,0,0,135,44,523,,,160,180,215,138,59,,
00379800,University of Washington,2014,2013,44,0,195,152,48,20,1,0,493,493,0,829,0,171,159,158,193,146,76,0,0,0,0,0,135,44,493,829,,159,158,193,146,76,,
00379800,University of Washington,2015,2014,48,,204,152,51,14,0,0,494,494,,629,,182,169,165,210,156,87,,,,,,135,48,494,629,16,169,165,210,156,87,,
00379800,University of Washington,2016,2015,,,188,143,49,13,1,0,508,,,,,182,,,,,,,,,,,135,55,508,619,14,162,170,191,156,82,,
00379800,University of Washington,2017,2016,,,194,135,59,11,1,0,586,,,,,152,,,,,,,,,,,135,56,,,,,136,,,,48,4
00382700,West Virginia University,2011,2010,67,67,91,70,23,12,0,1,455,395,0,166,0,64,57,29,,42,44,0,0,,0,0,91,134,395,166,,57,29,,42,44,,
00382700,West Virginia University,2012,2011,68,0,95,75,23,10,0,1,638,501,0,,,89,74,18,3,42,44,0,0,0,0,0,91,68,501,,,74,18,3,42,44,,
00382700,West Virginia University,2013,2012,70,0,112,85,21,10,0,1,621,497,0,,,93,86,22,3,36,34,0,0,0,0,0,91,70,497,,,86,22,3,36,34,,
00382700,West Virginia University,2014,2013,56,0,101,87,27,5,1,0,653,489,0,131,0,93,81,34,5,40,59,0,0,0,0,0,91,56,489,131,,81,34,5,40,59,,
00382700,West Virginia University,2015,2014,50,,101,90,16,9,0,0,550,376,,139,,85,78,35,10,39,54,,,,,,91,50,376,139,4,78,35,10,39,54,,
00382700,West Virginia University,2016,2015,,,98,97,13,6,1,0,531,,,,,72,,,,,,,,,,,91,50,335,118,4,66,30,7,49,49,,
00382700,West Virginia University,2017,2016,,,100,86,19,2,0,0,381,,,,,98,,,,,,,,,,,91,50,,,,,39,,,,32,13
00386300,Marquette University,2011,2010,69,35,145,91,45,13,4,0,624,440,110,244,61,76,52,204,,105,43,13,51,,26,13,90,104,550,305,,65,255,,131,56,,
00386300,Marquette University,2012,2011,62,24,156,117,50,16,1,0,672,485,137,,,82,53,0,11,109,20,15,0,3,31,5,90,86,622,,,68,0,14,140,25,,
00386300,Marquette University,2013,2012,69,19,138,143,39,18,0,0,896,649,124,,,94,63,221,9,117,81,12,42,2,22,16,90,88,773,,,75,263,11,139,97,,
00386300,Marquette University,2014,2013,66,15,144,143,36,17,1,0,816,673,109,211,34,64,47,204,12,118,68,8,33,2,19,11,90,81,782,245,,55,237,14,137,79,,
00386300,Marquette University,2015,2014,60,,125,109,45,18,0,0,868,761,,280,,66,60,234,12,135,87,,,,,,90,60,761,280,4,60,234,12,135,87,,
00386300,Marquette University,2016,2015,,,114,73,34,16,1,0,832,,,,,48,,,,,,,,,,,90,64,766,178,3,35,235,4,132,47,,
00386300,Marquette University,2017,2016,,,113,112,39,9,0,0,877,,,,,60,,,,,,,,,,,90,61,,,,,121,,,,29,23
00389500,University of Wisconsin,2011,2010,52,0,178,154,37,15,6,4,818,694,0,995,0,443,420,256,,176,171,0,0,,0,0,90,52,694,995,,420,256,,176,171,,
00389500,University of Wisconsin,2012,2011,53,0,173,151,40,9,5,4,775,649,0,,,500,457,266,221,175,132,0,0,0,0,0,90,53,649,,,457,266,221,175,132,,
00389500,University of Wisconsin,2013,2012,51,0,164,149,38,9,6,2,875,656,0,,,520,468,274,148,184,140,0,0,0,0,0,90,51,656,,,468,274,148,184,140,,
00389500,University of Wisconsin,2014,2013,38,0,143,102,43,13,5,0,634,498,0,559,0,472,455,195,87,180,134,0,0,0,0,0,90,38,498,559,,455,195,87,180,134,,
00389500,University of Wisconsin,2015,2014,49,,135,98,36,13,1,0,482,389,,555,,436,404,185,68,178,127,,,,,,90,49,389,555,16,404,185,68,178,127,,
00389500,University of Wisconsin,2016,2015,,,133,103,34,8,3,0,478,,,,,412,,,,,,,,,,,90,51,309,531,16,372,193,42,166,99,,
00389500,University of Wisconsin,2017,2016,,,122,91,29,12,1,0,450,,,,,379,,,,,,,,,,,90,52,,,,,139,,,,32,6
00393200,University of Wyoming,2011,2010,75,0,64,33,8,4,0,0,188,164,0,30,0,64,52,61,,14,24,0,0,,0,0,89,75,164,30,,52,61,,14,24,,
00393200,University of Wyoming,2012,2011,69,0,73,54,7,7,1,0,276,195,0,,,104,68,56,21,37,112,0,0,0,0,0,89,69,195,,,68,56,21,37,112,,
00393200,University of Wyoming,2013,2012,75,0,74,41,12,7,0,0,149,122,0,,,100,78,65,23,15,89,0,0,0,0,0,89,75,122,,,78,65,23,15,89,,
00393200,University of Wyoming,2014,2013,75,0,71,47,10,5,2,0,292,245,0,159,0,110,83,57,29,12,80,0,0,0,0,0,90,75,245,159,,83,57,29,12,80,,
00393200,University of Wyoming,2015,2014,83,,72,49,11,6,0,0,206,117,,136,,136,91,82,45,23,64,,,,,,90,83,117,136,7,91,82,45,23,64,,
00393200,University of Wyoming,2016,2015,,,69,48,9,5,0,0,247,,,,,144,,,,,,,,,,,90,95,156,100,7,94,83,35,23,17,,
00393200,University of Wyoming,2017,2016,,,70,45,13,4,2,0,226,,,,,118,,,,,,,,,,,90,70,,,,,98,,,,32,6
00393600,Pontifical Catholic University of P.R.,2011,2010,46,46,97,59,68,30,1,0,333,118,142,72,230,7,6,90,,59,0,1,1,,10,0,94,92,260,302,,7,91,,69,0,,
00393600,Pontifical Catholic University of P.R.,2012,2011,46,40,93,95,64,41,0,0,245,87,135,,,344,6,197,0,87,4,1,2,0,14,1,94,86,222,,,7,199,0,101,5,,
00393600,Pontifical Catholic University of P.R.,2013,2012,34,37,95,114,69,28,0,0,276,111,128,,,0,6,266,0,87,10,1,31,0,12,0,94,71,239,,,7,297,0,99,10,,
00393600,Pontifical Catholic University of P.R.,2014,2013,30,29,97,113,78,7,0,0,229,99,101,110,209,8,7,345,0,66,11,1,31,0,10,5,94,59,200,319,,8,376,0,76,16,,
00393600,Pontifical Catholic University of P.R.,2015,2014,28,,91,115,63,2,0,0,240,206,,269,,234,234,108,0,75,9,,,,,,94,28,206,269,5,234,108,0,75,9,,
00393600,Pontifical Catholic University of P.R.,2016,2015,,,86,107,55,0,0,0,162,,,,,111,,,,,,,,,,,94,33,147,175,5,111,39,0,70,2,,
00393600,Pontifical Catholic University of P.R.,2017,2016,,,93,98,58,3,0,0,195,,,,,107,,,,,,,,,,,94,29,,,,,31,,,,28,48
00393801,Inter American University of Puerto Rico,2011,2010,45,60,28,52,44,18,0,0,100,60,40,80,120,31,26,0,,16,19,5,0,,2,3,92,105,100,200,,31,0,,18,22,,
00393801,Inter American University of Puerto Rico,2012,2011,40,33,116,43,47,8,0,0,100,60,40,,,48,32,26,4,18,26,7,6,0,6,19,92,73,100,,,39,32,4,24,45,,
00393801,Inter American University of Puerto Rico,2013,2012,50,55,366,245,101,19,0,0,260,129,118,,,211,78,54,11,43,15,21,13,4,14,17,92,105,247,,,99,67,15,57,32,,
00393801,Inter American University of Puerto Rico,2014,2013,55,55,186,233,87,30,0,0,284,75,114,156,119,348,82,36,7,44,28,42,21,3,23,8,92,110,189,275,,124,57,10,67,36,,
00393801,Inter American University of Puerto Rico,2015,2014,50,,163,197,58,16,0,0,516,377,,190,,178,101,129,12,72,29,,,,,,92,50,377,190,7,101,129,12,72,29,,
00393801,Inter American University of Puerto Rico,2016,2015,,,210,204,18,62,0,0,427,,,,,293,,,,,,,,,,,92,46,346,258,8,85,186,8,75,23,,
00393801,Inter American University of Puerto Rico,2017,2016,,,147,222,56,23,0,0,482,,,,,173,,,,,,,,,,,92,40,,,,,147,,,,30,32
00394200,University of Puerto Rico,2011,2010,70,42,108,122,48,20,13,3,0,128,38,158,85,445,212,44,,49,11,113,8,,7,1,92,112,166,243,,325,52,,56,12,,
00394200,University of Puerto Rico,2012,2011,64,42,107,125,43,20,5,0,135,59,38,,,450,268,42,0,40,8,126,11,0,6,0,92,106,97,,,394,53,0,46,8,,
00394200,University of Puerto Rico,2013,2012,64,52,100,109,51,16,2,1,206,101,55,,,420,249,53,2,31,3,135,0,0,3,0,92,116,156,,,384,53,2,34,3,,
00394200,University of Puerto Rico,2014,2013,75,47,115,118,46,17,2,0,162,85,46,261,165,420,268,83,4,33,4,132,9,3,4,3,92,122,131,426,,400,92,7,37,7,,
00394200,University of Puerto Rico,2015,2014,58,,152,122,45,17,4,0,180,136,,416,,480,336,106,3,37,20,,,,,,92,58,136,416,32,336,106,3,37,20,,
00394200,University of Puerto Rico,2016,2015,,,176,128,49,15,1,0,234,,,,,396,,,,,,,,,,,92,83,198,432,36,360,81,1,31,15,,
00394200,University of Puerto Rico,2017,2016,,,171,137,42,10,5,0,265,,,,,468,,,,,,,,,,,92,55,,,,,34,,,,31,15
00394700,University of California-Hastings,2011,2010,77,0,188,136,62,13,19,1,1730,1394,0,855,0,246,204,197,,479,137,0,0,,0,0,86,77,1394,855,,204,197,,479,137,,
00394700,University of California-Hastings,2012,2011,79,0,188,107,53,17,14,1,1273,1080,0,,,242,201,186,159,448,143,0,0,0,0,0,86,79,1080,,,201,186,159,448,143,,
00394700,University of California-Hastings,2013,2012,80,0,201,199,53,18,12,1,1162,952,0,,,240,213,209,160,451,162,0,0,0,0,0,86,80,952,,,213,209,160,451,162,,
00394700,University of California-Hastings,2014,2013,85,0,217,204,37,18,8,2,1252,997,0,731,0,138,123,314,97,373,198,0,0,0,0,0,86,85,997,731,,123,314,97,373,198,,
00394700,University of California-Hastings,2015,2014,80,,214,196,30,17,7,0,1113,782,,677,,167,143,316,105,317,121,,,,,,86,80,782,677,11,143,316,105,317,121,,
00394700,University of California-Hastings,2016,2015,,,187,184,30,10,10,0,959,,,,,142,,,,,,,,,,,86,75,821,653,9,122,258,121,357,171,,
00394700,University of California-Hastings,2017,2016,,,196,190,39,10,6,2,772,,,,,114,,,,,,,,,,,86,87,,,,,311,,,,30,22
00396900,University of Minnesota,2011,2010,98,0,182,68,26,10,5,1,365,359,0,847,0,340,332,145,,174,190,0,0,,0,0,88,98,359,847,,332,145,,174,190,,
00396900,University of Minnesota,2012,2011,98,0,194,163,36,12,4,1,400,392,0,,,350,342,163,67,199,206,0,0,0,0,0,88,98,392,,,342,163,67,199,206,,
00396900,University of Minnesota,2013,2012,40,0,237,191,38,9,7,2,594,479,0,,,229,226,202,78,215,38,0,0,0,0,0,88,40,479,,,226,202,78,215,38,,
00396900,University of Minnesota,2014,2013,47,0,203,129,28,12,6,1,542,437,0,1014,0,232,218,206,94,215,52,0,0,0,0,0,88,47,437,1014,,218,206,94,215,52,,
