schoolid,schoolname,calendaryear,ftrestuition,ptrestuition,ftnonrestuition,ptnonrestuition,tuitionguarind,oncampuscosts,offcampuscosts,athomecosts,schooltype
03559300,Appalachian School of Law,2015,31325,,31325,,Y,,16170,,PRI
03559300,Appalachian School of Law,2016,31525,,31525,,Y,,20400,20400,PRI
03559300,Appalachian School of Law,2017,31700,,31700,,Y,,18100,18100,PRI
03691400,Ave Maria School of Law,2011,36448,,36448,,N,20999,20999,20999,PRI
03691400,Ave Maria School of Law,2012,37270,,37270,,N,20999,20999,20999,PRI
03691400,Ave Maria School of Law,2013,40136,,40136,,N,20999,20999,20999,PRI
03691400,Ave Maria School of Law,2014,40136,,40136,,N,21799,21799,21799,PRI
03691400,Ave Maria School of Law,2015,41706,,41706,,N,21800,21800,21800,PRI
03691400,Ave Maria School of Law,2016,41706,,41706,,N,23834,23834,23834,PRI
03691400,Ave Maria School of Law,2017,41706,,41706,,N,23824,23824,23824,PRI
04096300,Charleston School of Law,2011,36774,29566,36774,29566,N,,19250,19250,PRI
04096300,Charleston School of Law,2012,37874,30450,37874,30450,N,19250,19250,19250,PRI
04096300,Charleston School of Law,2013,37874,30450,37874,30450,N,19250,19250,19250,PRI
04096300,Charleston School of Law,2014,39216,31532,39216,31532,N,22388,22388,22388,PRI
04096300,Charleston School of Law,2015,40116,32256,40116,32256,N,22607,22607,22607,PRI
04096300,Charleston School of Law,2016,40716,32738,40716,32738,Y,22603,22603,22603,PRI
04096300,Charleston School of Law,2017,41548,33570,41548,33570,Y,22636,22636,22636,PRI
04131400,Arizona Summit Law School,2011,37764,30540,37764,30540,N,,26100,,PRI
04131400,Arizona Summit Law School,2012,39533,31984,39533,31984,N,,26100,,PRI
04131400,Arizona Summit Law School,2013,41114,33262,41114,33262,N,,22100,,PRI
04131400,Arizona Summit Law School,2014,42756,34590,42756,34590,N,,33150,33150,PRI
04131400,Arizona Summit Law School,2015,43966,35556,43966,35556,N,,22100,22100,PRI
04131400,Arizona Summit Law School,2016,45424,36762,45424,36762,N,,22100,22100,PRI
04131400,Arizona Summit Law School,2017,45284,36622,45284,36622,N,,22100,22100,PRI
04143500,Charlotte School of Law,2011,36916,29850,36916,29850,N,,21305,21305,PRI
04143500,Charlotte School of Law,2012,38606,31232,38606,31232,N,,21650,,PRI
04143500,Charlotte School of Law,2013,40146,32476,40146,32476,N,,21650,21650,PRI
04143500,Charlotte School of Law,2014,41348,33448,41348,33448,N,,22620,,PRI
04143500,Charlotte School of Law,2015,41348,33448,41348,33448,N,22620,22620,22620,PRI
04143500,Charlotte School of Law,2016,44284,35822,44284,35822,N,,22534,22534,PRI
04242101,UNT Dallas College Of Law,2014,14369,11093,24089,18545,Y,,16682,13978,PUB
04242101,UNT Dallas College Of Law,2015,15267,12304,26422,21228,Y,,17244,14518,PUB
04242101,UNT Dallas College Of Law,2016,15768,11653,27899,20548,Y,,17244,14518,PUB
04242101,UNT Dallas College Of Law,2017,8748,5554,15571,9818,Y,,19334,16416,PUB
