schoolid,schoolname,calendaryear,totaljd,hispanicjd,amindianjd,asianjd,blackjd,nathawjd,twoormorejd,minorityjd,whitejd,nonresalienjd,unknownjd,menjd,hispanicmenjd,amindianmenjd,asianmenjd,blackmenjd,nathawmenjd,twoormoremenjd,minoritymenjd,whitemenjd,nonresalienmenjd,unknownmenjd,womenjd,hispanicwomenjd,amindianwomenjd,asianwomenjd,blackwomenjd,nathawwomenjd,twoormorewomenjd,minoritywomenjd,whitewomenjd,nonresalienwomenjd,unknownwomenjd,otherjd,hispanicotherjd,amindianotherjd,asianotherjd,blackotherjd,nathawotherjd,twoormoreotherjd,minorityotherjd,whiteotherjd,nonresalienotherjd,unknownotherjd,totalftjd,fthispanicjd,ftamindjd,ftasianjd,ftblackjd,ftnathawjd,fttwoormorejd,ftminorityjd,ftwhitejd,ftnonresalienjd,ftunknownjd,totalptjd,pthispanicjd,ptamindjd,ptasianjd,ptblackjd,ptnathawjd,pttwoormorejd,ptminorityjd,ptwhitejd,ptnonresalienjd,ptunknownjd,totaljd1,hispanicjd1,amindianjd1,asianjd1,blackjd1,nathawjd1,twoormorejd1,minorityjd1,whitejd1,nonresalienjd1,unknownjd1,amindianmenjd1,amindianotherjd1,amindianwomenjd1,asianmenjd1,asianotherjd1,asianwomenjd1,blackmenjd1,blackotherjd1,blackwomenjd1,hispanicmenjd1,hispanicotherjd1,hispanicwomenjd1,minoritymenjd1,minorityotherjd1,minoritywomenjd1,nathawmenjd1,nathawotherjd1,nathawwomenjd1,nonresalienmenjd1,nonresalienotherjd1,nonresalienwomenjd1,twoormoremenjd1,twoormoreotherjd1,twoormorewomenjd1,unknownmenjd1,unknownotherjd1,unknownwomenjd1,whitemenjd1,whiteotherjd1,whitewomenjd1,menjd1,otherjd1,womenjd1,amindianjd2,amindianmenjd2,amindianotherjd2,amindianwomenjd2,asianjd2,asianmenjd2,asianotherjd2,asianwomenjd2,blackjd2,blackmenjd2,blackotherjd2,blackwomenjd2,hispanicjd2,hispanicmenjd2,hispanicotherjd2,hispanicwomenjd2,minorityjd2,minoritymenjd2,minorityotherjd2,minoritywomenjd2,nathawjd2,nathawmenjd2,nathawotherjd2,nathawwomenjd2,nonresalienjd2,nonresalienmenjd2,nonresalienotherjd2,nonresalienwomenjd2,twoormorejd2,twoormoremenjd2,twoormoreotherjd2,twoormorewomenjd2,unknownjd2,unknownmenjd2,unknownotherjd2,unknownwomenjd2,whitejd2,whitemenjd2,whiteotherjd2,whitewomenjd2,menjd2,otherjd2,womenjd2,totaljd2,amindianjd3,amindianmenjd3,amindianotherjd3,amindianwomenjd3,asianjd3,asianmenjd3,asianotherjd3,asianwomenjd3,blackjd3,blackmenjd3,blackotherjd3,blackwomenjd3,hispanicjd3,hispanicmenjd3,hispanicotherjd3,hispanicwomenjd3,minorityjd3,minoritymenjd3,minorityotherjd3,minoritywomenjd3,nathawjd3,nathawmenjd3,nathawotherjd3,nathawwomenjd3,nonresalienjd3,nonresalienmenjd3,nonresalienotherjd3,nonresalienwomenjd3,twoormorejd3,twoormoremenjd3,twoormoreotherjd3,twoormorewomenjd3,unknownjd3,unknownmenjd3,unknownotherjd3,unknownwomenjd3,whitejd3,whitemenjd3,whiteotherjd3,whitewomenjd3,menjd3,otherjd3,womenjd3,totaljd3
00108100,Arizona State University,2011,602,64,28,21,10,0,16,139,431,5,27,364,31,13,9,6,0,10,69,277,2,16,238,33,15,12,4,0,6,70,154,3,11,,,,,,,,,,,,602,64,28,21,10,0,16,139,431,5,27,0,0,0,0,0,0,0,0,0,0,0,171,14,7,7,3,0,6,37,125,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108100,Arizona State University,2012,577,68,15,22,9,0,16,130,422,6,19,343,40,7,8,8,0,8,71,260,2,10,234,28,8,14,1,0,8,59,162,4,9,,,,,,,,,,,,577,68,15,22,9,0,16,130,422,6,19,0,0,0,0,0,0,0,0,0,0,0,152,17,2,6,1,0,7,33,116,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108100,Arizona State University,2013,567,59,13,19,13,0,20,124,422,7,14,333,32,4,9,8,0,9,62,262,3,6,234,27,9,10,5,0,11,62,160,4,8,,,,,,,,,,,,567,59,13,19,13,0,20,124,422,7,14,0,0,0,0,0,0,0,0,0,0,0,128,11,6,4,2,0,2,25,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108100,Arizona State University,2014,576,66,18,21,14,2,27,148,412,8,8,346,37,6,12,9,2,12,78,257,4,7,230,29,12,9,5,0,15,70,155,4,1,0,0,0,0,0,0,0,0,0,0,0,576,66,18,21,14,2,27,148,412,8,8,0,0,0,0,0,0,0,0,0,0,0,143,15,5,5,1,1,8,35,106,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108100,Arizona State University,2015,623,69,20,21,10,4,22,146,426,31,20,391,35,12,11,5,3,12,78,279,18,16,232,34,8,10,5,1,10,68,147,13,4,0,0,0,0,0,0,0,0,0,0,0,623,69,20,21,10,4,22,146,426,31,20,0,0,0,0,0,0,0,0,0,0,0,215,21,6,7,4,2,7,47,147,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108100,Arizona State University,2016,718,98,14,27,17,3,36,195,486,13,24,418,50,8,19,9,2,21,109,286,6,17,300,48,6,8,8,1,15,86,200,7,7,0,0,0,0,0,0,0,0,0,0,0,718,98,14,27,17,3,36,195,486,13,24,0,0,0,0,0,0,0,0,0,0,0,228,34,3,9,3,1,18,68,149,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108100,Arizona State University,2017,777,104,14,32,21,3,33,207,526,15,29,440,58,8,18,10,1,21,116,293,9,22,337,46,6,14,11,2,12,91,233,6,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,216,25,5,11,2,1,8,52,154,3,7,1,0,4,5,0,6,0,0,2,19,0,6,32,0,20,0,0,1,1,0,2,7,0,1,6,0,1,79,0,75,118,0,98,4,2,0,2,12,8,0,4,9,5,0,4,40,18,0,22,82,43,0,39,1,1,0,0,6,3,0,3,16,9,0,7,11,9,0,2,177,102,0,75,157,0,119,276,5,5,0,0,9,5,0,4,10,5,0,5,39,21,0,18,73,41,0,32,1,0,0,1,6,5,0,1,9,5,0,4,11,7,0,4,195,112,0,83,165,0,120,285
00108300,University of Arizona,2011,440,33,12,31,6,0,15,97,277,14,52,259,18,6,16,4,0,6,50,167,7,35,181,15,6,15,2,0,9,47,110,7,17,,,,,,,,,,,,440,33,12,31,6,0,15,97,277,14,52,0,0,0,0,0,0,0,0,0,0,0,137,15,3,6,0,0,10,34,80,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108300,University of Arizona,2012,407,31,13,32,4,0,9,89,255,8,55,234,16,6,12,1,0,1,36,157,3,38,173,15,7,20,3,0,8,53,98,5,17,,,,,,,,,,,,407,31,13,32,4,0,9,89,255,8,55,0,0,0,0,0,0,0,0,0,0,0,109,8,6,7,0,0,0,21,80,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108300,University of Arizona,2013,404,33,12,32,8,0,3,88,248,32,36,240,17,7,13,3,0,0,40,163,15,22,164,16,5,19,5,0,3,48,85,17,14,,,,,,,,,,,,404,33,12,32,8,0,3,88,248,32,36,0,0,0,0,0,0,0,0,0,0,0,105,8,2,9,4,0,0,23,71,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108300,University of Arizona,2014,379,33,8,11,10,0,23,85,240,45,9,226,16,3,5,5,0,12,41,156,24,5,153,17,5,6,5,0,11,44,84,21,4,0,0,0,0,0,0,0,0,0,0,0,379,33,8,11,10,0,23,85,240,45,9,0,0,0,0,0,0,0,0,0,0,0,104,10,3,1,3,0,9,26,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108300,University of Arizona,2015,361,33,11,8,12,0,24,88,228,40,5,217,17,6,3,7,0,12,45,147,22,3,144,16,5,5,5,0,12,43,81,18,2,0,0,0,0,0,0,0,0,0,0,0,359,32,11,7,12,0,24,86,228,40,5,2,1,0,1,0,0,0,2,0,0,0,101,7,6,0,3,0,12,28,69,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108300,University of Arizona,2016,368,59,20,15,11,0,10,115,211,36,6,221,36,9,9,6,0,3,63,134,18,6,147,23,11,6,5,0,7,52,77,18,0,0,0,0,0,0,0,0,0,0,0,0,364,58,20,15,10,0,10,113,210,35,6,4,1,0,0,1,0,0,2,1,1,0,103,24,9,7,2,0,1,43,56,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108300,University of Arizona,2017,336,52,26,16,11,2,4,111,193,32,0,192,22,12,12,5,2,2,55,120,17,0,144,30,14,4,6,0,2,56,73,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,103,17,7,6,2,1,1,34,56,13,0,1,0,6,5,0,1,0,0,2,4,0,13,12,0,22,1,0,0,9,0,4,1,0,0,0,0,0,30,0,26,51,0,52,10,8,0,2,8,6,0,2,7,4,0,3,24,11,0,13,51,30,0,21,1,1,0,0,12,5,0,7,1,0,0,1,0,0,0,0,69,47,0,22,82,0,50,132,9,3,0,6,2,1,0,1,2,1,0,1,11,7,0,4,26,13,0,13,0,0,0,0,7,3,0,4,2,1,0,1,0,0,0,0,68,43,0,25,59,0,42,101
00110101,University of Arkansas-Little Rock,2011,476,18,5,10,47,0,9,89,366,9,12,265,14,2,8,17,0,5,46,206,5,8,211,4,3,2,30,0,4,43,160,4,4,,,,,,,,,,,,325,13,5,7,35,0,8,68,239,7,11,151,5,0,3,12,0,1,21,127,2,1,145,3,0,2,11,0,9,25,115,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2012,451,18,11,8,43,0,2,82,347,10,12,256,13,5,6,14,0,2,40,206,3,7,195,5,6,2,29,0,0,42,141,7,5,,,,,,,,,,,,296,12,6,7,29,0,1,55,225,8,8,155,6,5,1,14,0,1,27,122,2,4,150,6,6,2,12,0,0,26,111,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2013,439,19,11,3,38,0,0,71,348,11,9,246,12,7,1,13,0,0,33,202,5,6,193,7,4,2,25,0,0,38,146,6,3,,,,,,,,,,,,291,12,7,1,24,0,0,44,230,11,6,148,7,4,2,14,0,0,27,118,0,3,140,7,5,1,10,0,0,23,112,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2014,424,12,8,3,31,2,11,67,317,12,28,245,8,5,2,10,2,8,35,185,6,19,179,4,3,1,21,0,3,32,132,6,9,0,0,0,0,0,0,0,0,0,0,0,306,8,4,2,21,2,8,45,228,12,21,118,4,4,1,10,0,3,22,89,0,7,125,1,1,0,10,0,3,15,98,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2015,399,19,9,3,27,0,8,66,319,9,5,217,12,5,2,8,0,5,32,176,7,2,182,7,4,1,19,0,3,34,143,2,3,0,0,0,0,0,0,0,0,0,0,0,287,15,6,2,16,0,6,45,231,9,2,112,4,3,1,11,0,2,21,88,0,3,119,9,2,1,10,0,4,26,88,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2016,394,9,10,6,32,0,0,57,327,4,6,211,4,6,2,9,0,0,21,183,4,3,183,5,4,4,23,0,0,36,144,0,3,0,0,0,0,0,0,0,0,0,0,0,293,8,8,5,18,0,0,39,248,4,2,101,1,2,1,14,0,0,18,79,0,4,139,2,5,5,9,0,0,21,113,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110101,University of Arkansas-Little Rock,2017,392,21,9,7,37,0,0,74,310,3,5,201,11,4,2,9,0,0,26,171,1,3,191,10,5,5,28,0,0,48,139,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,171,10,4,4,16,0,0,34,132,2,3,1,0,3,1,0,3,2,0,14,5,0,5,9,0,25,0,0,0,0,0,2,0,0,0,2,0,1,78,0,54,89,0,82,4,2,0,2,2,0,0,2,10,4,0,6,5,4,0,1,21,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,100,50,0,50,61,0,62,123,1,1,0,0,1,1,0,0,11,3,0,8,6,2,0,4,19,7,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,78,43,0,35,51,0,47,98
00110800,University of Arkansas-Fayetteville,2011,401,19,7,10,33,1,1,71,328,1,1,232,10,5,7,17,1,0,40,190,1,1,169,9,2,3,16,0,1,31,138,0,0,,,,,,,,,,,,401,19,7,10,33,1,1,71,328,1,1,0,0,0,0,0,0,0,0,0,0,0,135,5,3,1,8,1,0,18,116,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2012,391,22,6,7,26,1,5,67,322,1,1,237,12,5,4,10,1,5,37,198,1,1,154,10,1,3,16,0,0,30,124,0,0,,,,,,,,,,,,391,22,6,7,26,1,5,67,322,1,1,0,0,0,0,0,0,0,0,0,0,0,132,10,2,3,8,0,5,28,104,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2013,370,20,8,4,24,1,13,70,296,3,1,228,8,7,3,13,1,7,39,186,2,1,142,12,1,1,11,0,6,31,110,1,0,,,,,,,,,,,,370,20,8,4,24,1,13,70,296,3,1,0,0,0,0,0,0,0,0,0,0,0,110,5,4,1,6,0,6,22,88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2014,361,17,6,6,19,1,19,68,288,0,5,221,8,4,2,10,0,10,34,185,0,2,140,9,2,4,9,1,9,34,103,0,3,0,0,0,0,0,0,0,0,0,0,0,361,17,6,6,19,1,19,68,288,0,5,0,0,0,0,0,0,0,0,0,0,0,124,7,0,3,4,1,3,18,102,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2015,350,23,9,6,16,1,9,64,281,1,4,215,10,6,3,9,0,5,33,180,1,1,135,13,3,3,7,1,4,31,101,0,3,0,0,0,0,0,0,0,0,0,0,0,350,23,9,6,16,1,9,64,281,1,4,0,0,0,0,0,0,0,0,0,0,0,120,8,4,2,4,0,4,22,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2016,352,25,3,7,15,1,14,65,283,1,3,208,12,3,4,6,0,6,31,177,0,0,144,13,0,3,9,1,8,34,106,1,3,0,0,0,0,0,0,0,0,0,0,0,352,25,3,7,15,1,14,65,283,1,3,0,0,0,0,0,0,0,0,0,0,0,115,9,0,2,6,0,8,25,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110800,University of Arkansas-Fayetteville,2017,336,21,8,6,14,0,17,66,268,2,0,201,13,6,3,6,0,10,38,162,1,0,135,8,2,3,8,0,7,28,106,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,119,6,2,3,5,0,8,24,95,0,0,1,0,1,1,0,2,3,0,2,3,0,3,13,0,11,0,0,0,0,0,0,5,0,3,0,0,0,54,0,41,67,0,52,3,2,0,1,1,0,0,1,5,2,0,3,8,6,0,2,22,13,0,9,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,80,45,0,35,58,0,44,102,3,3,0,0,2,2,0,0,4,1,0,3,7,4,0,3,20,12,0,8,0,0,0,0,2,1,0,1,4,2,0,2,0,0,0,0,93,63,0,30,76,0,39,115
00116453,Chapman University,2011,532,21,3,28,2,33,48,135,318,0,79,269,13,2,15,0,13,22,65,169,0,35,263,8,1,13,2,20,26,70,149,0,44,,,,,,,,,,,,506,20,3,26,2,33,46,130,301,0,75,26,1,0,2,0,0,2,5,17,0,4,158,1,1,21,0,1,29,53,95,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116453,Chapman University,2012,508,43,1,59,1,17,34,155,306,2,45,261,25,1,28,1,6,15,76,160,1,24,247,18,0,31,0,11,19,79,146,1,21,,,,,,,,,,,,480,41,1,53,1,17,33,146,292,2,40,28,2,0,6,0,0,1,9,14,0,5,167,10,0,35,0,0,14,59,100,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116453,Chapman University,2013,444,47,1,80,1,1,30,160,255,0,29,222,30,1,39,1,0,13,84,124,0,14,222,17,0,41,0,1,17,76,131,0,15,,,,,,,,,,,,422,44,1,75,1,1,29,151,244,0,27,22,3,0,5,0,0,1,9,11,0,2,156,15,0,32,1,0,12,60,80,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116453,Chapman University,2014,473,44,1,72,1,11,29,158,256,5,54,238,19,1,39,0,3,16,78,125,2,33,235,25,0,33,1,8,13,80,131,3,21,0,0,0,0,0,0,0,0,0,0,0,444,40,1,68,1,11,27,148,245,5,46,29,4,0,4,0,0,2,10,11,0,8,169,22,1,22,1,4,10,60,90,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116453,Chapman University,2015,467,59,1,76,1,0,29,166,252,7,42,231,29,1,41,0,0,10,81,124,2,24,236,30,0,35,1,0,19,85,128,5,18,0,0,0,0,0,0,0,0,0,0,0,436,57,1,73,1,0,26,158,237,7,34,31,2,0,3,0,0,3,8,15,0,8,149,26,0,23,0,0,12,61,80,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116453,Chapman University,2016,479,89,3,70,5,1,28,196,247,5,31,220,41,1,30,2,0,7,81,120,0,19,259,48,2,40,3,1,21,115,127,5,12,0,0,0,0,0,0,0,0,0,0,0,453,86,3,68,5,1,26,189,235,5,24,26,3,0,2,0,0,2,7,12,0,7,190,43,2,26,3,1,13,88,91,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116453,Chapman University,2017,491,102,0,68,6,0,34,210,240,4,37,217,46,0,25,4,0,8,83,113,0,21,274,56,0,43,2,0,26,127,127,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,177,34,0,21,2,0,14,71,86,1,19,0,0,0,9,0,12,2,0,0,10,0,24,25,0,46,0,0,0,0,0,1,4,0,10,9,0,10,36,0,50,70,0,107,0,0,0,0,23,7,0,16,3,2,0,1,44,23,0,21,84,35,0,49,0,0,0,0,1,0,0,1,14,3,0,11,10,8,0,2,80,36,0,44,79,0,96,175,0,0,0,0,24,9,0,15,1,0,0,1,24,13,0,11,55,23,0,32,0,0,0,0,2,0,0,2,6,1,0,5,8,4,0,4,74,41,0,33,68,0,71,139
00120529,Golden Gate University,2011,684,62,3,117,14,5,15,216,384,12,72,315,29,1,45,7,4,6,92,189,7,27,369,33,2,72,7,1,9,124,195,5,45,,,,,,,,,,,,568,54,3,94,13,4,13,181,315,12,60,116,8,0,23,1,1,2,35,69,0,12,229,29,1,43,4,0,11,88,118,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00120529,Golden Gate University,2012,670,86,5,107,15,4,15,232,371,9,58,311,39,0,39,6,2,9,95,183,6,27,359,47,5,68,9,2,6,137,188,3,31,,,,,,,,,,,,543,72,3,82,12,2,15,186,303,8,46,127,14,2,25,3,2,0,46,68,1,12,229,39,4,39,8,3,3,96,121,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00120529,Golden Gate University,2013,535,56,9,100,14,2,33,214,282,4,35,234,26,2,39,6,1,10,84,132,0,18,301,30,7,61,8,1,23,130,150,4,17,,,,,,,,,,,,336,43,4,61,8,1,24,141,173,4,18,199,13,5,39,6,1,9,73,109,0,17,150,25,0,24,4,2,12,67,69,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00120529,Golden Gate University,2014,449,80,3,74,18,7,15,197,208,9,35,203,32,1,27,4,2,6,72,106,1,24,246,48,2,47,14,5,9,125,102,8,11,0,0,0,0,0,0,0,0,0,0,0,301,60,2,43,14,4,13,136,141,9,15,148,20,1,31,4,3,2,61,67,0,20,136,27,1,24,9,1,9,71,51,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00120529,Golden Gate University,2015,348,62,1,59,23,9,17,171,146,9,22,137,24,0,19,9,3,7,62,64,0,11,210,38,1,40,14,6,10,109,82,9,10,1,0,0,0,0,0,0,0,0,0,1,254,45,0,42,15,7,14,123,107,8,16,94,17,1,17,8,2,3,48,39,1,6,117,24,0,20,10,4,9,67,41,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00120529,Golden Gate University,2016,355,75,2,58,24,6,22,187,140,12,16,150,30,1,22,6,2,11,72,64,4,10,204,45,1,36,18,4,11,115,76,8,5,1,0,0,0,0,0,0,0,0,0,1,261,56,1,43,17,3,16,136,102,12,11,94,19,1,15,7,3,6,51,38,0,5,151,37,1,20,13,1,9,81,56,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
